,name,price,size
3165,Tibopause Tab 2.5mg 3x10's,Rs.533.24,30's
3166,Desofam Tab 0.15/0.03mg 3x28's,Rs.136.06,3x28's
3167,Andrex Cap 40mg 30's,Rs.685.36,51vialx2ml
3168,U-Progest Cap 200mg 10's,Rs.794.09,10's
3169,U-Progest Cap 100mg 30's,"Rs.1,430.13",10's
3170,Tibol Tab 2.5mg 28's,Rs.915.78,28's
3171,Divestra Tab 21's,Rs.247.47,?ÿ21's
3172,IVF-M Inj 75IU 1Vial,Rs.882,1vial
3173,IVF-C Inj 5000 IU 1Amp,"Rs.1,486",1Amp
3174,IVF-M- 150IU Inj 1Vial,"Rs.2,327.98",1Vial
3175,Asterotide Acetate Inj 1Amp,Rs.370,1's
3176,Asterotide Acetate Inj 5Amp,"Rs.1,850",1vial
3177,Diane 35 Tab 21's,Rs.411.73,21's
3178,Thyronorm Tab 100mcg 10's,Rs.23.13,10's
3179,R-66 Cardiac Arrhythmia Drops (Arrthythmin)...,Rs.490,1...
3180,R-64 Albuminuria Drops (Nephralbin) 22ml,Rs.490,22ml...
3181,R-63 Circulation Drops (Endangitin) 22ml,Rs.490,22ml...
3182,R-61 Rheumatic Oint (Lumbagin) 22ml,Rs.990,22ml
3183,R-62 Measles Drops (Morbillin) 22ml,Rs.490,22ml
3184,R-58 Odema Drops (Ocuvit) 22ml,Rs.490,22ml...
3185,R-55 Injury Drops (Rutavine) 22ml,Rs.490,22ml...
3186,R-56 Worms Drops (Oxysan) 22ml,Rs.490,22ml...
3187,R-54 Memory Drops (Lmbelion) 22ml,Rs.490,22ml...
3188,R-52 Vomiting Drops (Vomisan) 22ml,Rs.490,22ml...
3189,R-53 Acne Vulgaris Drops (Comedonin)...,Rs.490,22ml
3190,R-50 Gynaecological Drops (Sacrogynol) 22ml,Rs.490,22ml...
3191,R-51 Thyroid Drops (Thyreosan) 22ml,Rs.490,22ml...
3192,R-48 Pulmonary Drops (Pulmosol) 22ml,Rs.490,22ml...
3193,R-46 Arthritis Drops (Manurheumin) 22ml,Rs.490,22ml...
3194,R-45 Laringitis Drops (Laryngin) 22ml,Rs.490,22mlGeneric...
3195,R-43 Asthma Drops (Herbamine) 22ml,Rs.490,22mlGeneric...
3196,R-44 Hypotension Drops (Hypotonol) 22ml,Rs.490,22ml...
3197,R-39 Left Side Ovary Drops...,Rs.490,22ml...
3198,R-38 Right Side Ovary Drops...,Rs.490,22ml...
3199,R-91 Stamina Booster (Sports Drops)...,Rs.730,30mlGeneric...
3200,R-17 Forte Ampoules 12Amp/10 ml,"Rs.1,760",12Amp/10...
3201,R-8 Cough Syrup 1000 ml,"Rs.2,000",1000...
3202,R-79 Heart Cap 90's,"Rs.1,560",90's...
3203,R-64 Albuminuria Drops (Nephralbin) 22ml,Rs.490,22ml...
3204,R-63 Circulation Drops (Endangitin) 22ml,Rs.490,22ml...
3205,R-62 Measles Drops (Morbillin) 22ml,Rs.490,22ml
3206,R-61 Rheumatic Oint (Lumbagin) 22ml,Rs.990,22ml
3207,R-58 Odema Drops (Ocuvit) 22ml,Rs.490,22ml...
3208,R-55 Injury Drops (Rutavine) 22ml,Rs.490,22ml...
3209,R-56 Worms Drops (Oxysan) 22ml,Rs.490,22ml...
3210,R-54 Memory Drops (Lmbelion) 22ml,Rs.490,22ml...
3211,R-53 Acne Vulgaris Drops (Comedonin)...,Rs.490,22ml
3212,R-52 Vomiting Drops (Vomisan) 22ml,Rs.490,22ml...
3213,R-51 Thyroid Drops (Thyreosan) 22ml,Rs.490,22ml...
3214,R-50 Gynaecological Drops (Sacrogynol) 22ml,Rs.490,22ml...
3215,R-48 Pulmonary Drops (Pulmosol) 22ml,Rs.490,22ml...
3216,R-46 Arthritis Drops (Manurheumin) 22ml,Rs.490,22ml...
3217,R-45 Laringitis Drops (Laryngin) 22ml,Rs.490,22mlGeneric...
3218,R-44 Hypotension Drops (Hypotonol) 22ml,Rs.490,22ml...
3219,R-43 Asthma Drops (Herbamine) 22ml,Rs.490,22mlGeneric...
3220,R-39 Left Side Ovary Drops...,Rs.490,22ml...
3221,R-38 Right Side Ovary Drops...,Rs.490,22ml...
3222,R-91 Stamina Booster (Sports Drops)...,Rs.730,30mlGeneric...
3223,R-2 Essentia Aurin Gold Drops...,Rs.490,22ml
3224,R-17 Forte Ampoules 12Amp/10 ml,"Rs.1,760",12Amp/10...
3225,R-8 Cough Syrup 1000 ml,"Rs.2,000",1000...
3226,R-79 Heart Cap 90's,"Rs.1,560",90's...
3227,Maggot Oil #11407620 500ml,"Rs.4,100",500ml Marketed...
3228,Maggot Oil #11407620 30ml,Rs.250, 30 mL Marketed...
3229,Dv-Losartan Tab 25mg,Rs.180,20's
3230,Sod Cream 1's,Rs.320,1's
3231,Calciget Tab 1000mg 30's,Rs.680,
3232,Xelite Cream 30gm,"Rs.1,050",1's
3233,Xilent Cream 30gm,"Rs.1,099",1's
3234,Xelite Face Wash 120ml,Rs.800,120ml
3235,Xilent Face Wash 120ml,Rs.800,120ml
3236,Xilent Soap 75gm,Rs.299,1's
3237,X-Pel Shampoo 120ml,Rs.550,120ml
3238,Noxidil Scalpe Solution 60ml,Rs.512,60ml
3239,New Hair Spray 1's,"Rs.4,000",1'sManufacturer:...
3240,Healthy Hair Shampoo 1's,"Rs.3,000",1'sManufacturer:...
3241,New Hair Shampoo 1's,"Rs.3,000",1'sManufacturer:...
3242,Healthy Scalp Shampoo 1's,"Rs.3,000",1'sManufacturer:...
3243,Novophane Energizing Shampoo 200ml,"Rs.2,158.65",200ml
3244,Novophane Sebo Shampoo 200ml,"Rs.2,135.25",200ml
3245,Novophane Ultra-Nourishing Shampoo 200ml,"Rs.1,645",200ml
3246,Royal Placenta Shampoo 250Ml,Rs.274,30's
3247,Royal Placenta Shampoo 250ml,"Rs.2,735.04", 250mlMarketed By:...
3248,Hair Regrowth Magic Serum 2ml,Rs.290,2ml
3249,Herbal Hair Regrowth Oil 100ml,Rs.750, 100ml
3250,Natural Hair Color Crème Tube...,Rs.310,45mg
3251,L'Oreal Paris Smooth Intense Shampoo...,Rs.178.63,1's
3252,L'OrÃ©al Paris Casting Hair Colour...,Rs.939.31,1's
3253,Face Tonic Z Whitening Formula...,Rs.280,1's
3254,Alopia Hair Food Plus(S) Liq...,Rs.300,50ml
3255,Alopia Hair Food Plus(M) Liq...,Rs.390,1's
3256,Frio Individual Black Wallet Pouch...,"Rs.2,777.78",1's
3257,Frio Individual Green Wallet Pouch...,"Rs.2,777.78",1's
3258,Frio Individual Burgundy Wallet Pouch...,"Rs.2,777.78",1...
3259,Frio Individual Red Wallet Pouch...,"Rs.2,777.78",1's
3260,Smog Kit 1's,Rs.350,1's
3261,Traveler's First Aid Kit 1's,"Rs.3,000",1's
3262,Menstrual Kit 1's,"Rs.3,150",1's
3263,Ezy Dose Ultra fine Cut...,Rs.500,1's
3264,Am 205 Certeza Bubble Type...,"Rs.5,000",
3265,First Aid Box Empty Large...,"Rs.1,709.40",1's
3266,First Aid Box Empty Large...,"Rs.1,324.79",larg
3267,First Aid Box Empty Large...,"Rs.1,794.87",1's
3268,Weekly Pills Box Empty Medium...,Rs.550.01,
3269,Hot & Cool Gel Pads...,Rs.200,1's
3270,Disposable Fire Extinguisher Small 1's...,Rs.550.01,1's
3271,Medicine Box Empty Medium 1's...,Rs.380,1's
3272,7-Sided Pill Reminder Box 1's,Rs.200,
3273,Weekly 7-Sided Pill Planner Box...,Rs.470,
3274,Covid Care Kit,Rs.992,1'sMarketed...
3275,First Aid Box Empty Large...,"Rs.1,324.79",larg
3276,Medicine Box Empty Medium,Rs.324.79,1's
3277,First Aid Box Empty Large,"Rs.1,709.40",1's
3278,First Aid Box Empty Large...,"Rs.1,794.87",1's
3279,Beurer LB 88 Air Humidifier...,"Rs.19,999.98",1's
3280,Beurer LR 310 Comfort Air...,"Rs.47,999.95",1's
3281,Beurer LR 310 Comfort Air...,"Rs.9,499.99",1's...
3282,Air Purifiers Blue 221 1's,"Rs.74,999.46",1's...
3283,Air Purifiers Joy S 1's,"Rs.44,999.96",1's...
3284,Air Purifiers SQAir 1's,"Rs.24,999.98",1's...
3285,Blueair Classic 480I,"Rs.160,000",1'sManufacturer:...
3286,Blueair Classic 605,"Rs.185,000",1'sManufacturer:...
3287,Blueair Classic 680I,"Rs.210,000",1'sManufacturer:...
3288,Particle Filter 200,"Rs.10,000",1'sManufacturer:...
3289,Particle Filter 400,"Rs.16,000",1'sManufacturer:...
3290,Particle Filter 600,"Rs.30,000",1'sManufacturer:...
3291,Smokestopfilter 200,"Rs.14,000",1'sManufacturer:...
3292,Smokestop Filter 400,"Rs.24,000",1'sManufacturer:...
3293,Smokestop Filter 600,"Rs.42,000",1'sManufacturer:...
3294,Blueair Classic 405,"Rs.135,000",1'sManufacturer:...
3295,Blueair Classic 280I,"Rs.125,000",1'sManufacturer:...
3296,Blueair Classic 203 Slim,"Rs.80,000",1'sManufacturer:...
3297,Zaclovir Cap 200mg 25's,Rs.445.91,25's
3298,Veramil Tab 240mg 10's,Rs.80,10's
3299,Veramil Tab 80mg 5x10's,Rs.80,14's
3300,Cardiocare Tab 5mg 1x10's,Rs.150,10's
3301,Cardiocare Tab 10mg 2x10's,Rs.251.74,20's
3302,Cardat 50mg 2x10's,Rs.93.61,20's
3303,Cardat 100mg 2x10's,Rs.126.50,20's
3304,Jasartan Tab 50mg 2x10's,Rs.200,20's
3305,Japril Tab 5mg 2x10's,Rs.55,20's
3306,Japril Tab 10mg 2x10's,Rs.66,20's
3307,Mesart -H Tab 20/12.5mg 14's,Rs.280,14's
3308,Mesart -H Tab 40/25mg 10's,Rs.305,10's
3309,Mesart Tab 40mg 14's (Avant...,Rs.400,14's
3310,Mesart Tab 20mg 14's (Avant...,Rs.225,14's
3311,Bispa Tab 2.5mg 14's,Rs.33.40,14's
3312,Bispa Tab 5mg 20's,Rs.132.96,20's
3313,Bispa Tab 10mg 20's,Rs.240,20's
3314,Loktiz Tab 50mg 2x10's,Rs.200,2x10's
3315,V Med Tab 5/80mg 14's,Rs.360,14's
3316,V Med Tab 5/160mg 14's,Rs.431.76,14's
3317,V Med Tab 10/160mg 14's,Rs.450,14's
3318,Dv-Losartan Tab 25mg,Rs.180,20's
3319,Blokium DIU Tab 100mg/25mg 20's,Rs.190,7's
3320,Biforge Tab 5/80mg 14's,Rs.140,14's
3321,Somno 5mg Tab 30's,Rs.400,30's
3322,Digas Khatti/Meethi,Rs.130,10x10'
3323,Digas Antacid Sacht,Rs.300,10x10'
3324,Fc Forte Syrup 40gm,Rs.170,40gm
3325,Herbituss Syp 15Gm,Rs.90,15GM
3326,Livgen Drops 20ml,Rs.120,20ml
3327,Livgen Syrup,Rs.140,7.5ML
3328,Medic Tootsiyah Plus,Rs.110,7.5ML
3329,Medics Vapour Inhaler,Rs.90,3X1ML
3330,Medics Ch C Syp,Rs.160,2x2ml
3331,Rose Water 100ml,Rs.120,100ML
3332,Ceero Drops 7.5ml,Rs.435,7.5ML
3333,Orex Plus 120ml Syp,Rs.159,120ML
3334,Edit Cap,Rs.499,10's
3335,Symac Syp 120ml,Rs.159,120ml
3336,Symac Tab,Rs.199,2X10's
3337,Plus-D Tab,Rs.310,20's
3338,Senokot Syp 120ml,Rs.219,120ML
3339,Diritis Plus Tab,"Rs.1,198",30's
3340,Velosty 50G Cream,Rs.295,1's
3341,Bongro 120ml Syp,Rs.195,1's
3342,Nutra-C Plus Tab,Rs.890,60's
3343,Nutra-C Plus Tab,Rs.495,30's
3344,Corouj Effervescent Tab,Rs.64.71,10's
3345,My-Sil Tab,"Rs.1,350",30's
3346,Lagita Advance Syp 120ml,Rs.150.95,120ml
3347,Surlka Susp 1gm/5ml 60ml,MRP Rs.74.76 5% off Rs.71.02,60ml
3348,Comfy Natural Colic Drop 20ml,Rs.89,20ml
3349,Manacid Forte Susp 120ml,MRP Rs.35 5% off Rs.33.25,120ml
3350,Wydal Plus Susp 120ml,Rs.26.75,120ml
3351,Wydal Plus Tab 20mg/480mg 50's,Rs.59,50's
3352,Valomag Tab 540mg/20mg 5x10's,Rs.54,
3353,Magalcid Susp 200mg/200mg/5ml 120ml,Rs.56.44,120ml
3354,Almagel Susp 120ml,Rs.43.85,120ml
3355,Sodazaf Powder Sachet 4gm 100's,"Rs.1,007.22",100's
3356,Sodazaf Powder Sachet 4gm 20's,Rs.201.44,20's
3357,Acidity Relief Formula Cap 20's,Rs.570,20's
3358,Gastrosil Syp 120ml,Rs.155,120ml
3359,Mebrosil Tab 50x10's,Rs.755,500's
3360,Digas Colic Drops 20ml,Rs.110,20ml
3361,Sodasep Lemon Sachet 10's,Rs.120,10's
3362,Sodasep Cola Sachet 10's,Rs.120,10's
3363,Hilgas Syp 120ml,Rs.275,120ml
3364,Cidlax Peppermint Flavour Antacid Susp...,MRP Rs.130 30% off Rs.91,120ml
3365,Eno Lemon Powder Sachet 72's,Rs.421.92,72's
3366,Eno Regular Powder Sachet 1's,Rs.6.29,1's
3367,Eno Lemon Powder Sachet 1's,Rs.7.14,1's
3368,Easysan drops 20ml,Rs.167,20ml
3369,Easysan Syp 120ml,Rs.176,120ml
3370,Hart Tab 6.25mg 30's,"Rs.151,905",
3371,Dilatrend Tab 6.25mg 10's,Rs.130.62,10's
3372,Dilatrend Tab 25mg 30's,"Rs.1,800",30's
3373,Duvig Inj 250mg 1Vial,Rs.386,1vial
3374,Uperio Tab 100mg 28's,"Rs.2,823.10",28's
3375,Uperio Tab 200mg 28's,"Rs.2,940",28's
3376,Sacvin Tab 24/26mg 30's,"Rs.1,133",30's
3377,Sacvin Tab 49/51mg 30's,"Rs.1,133",30...
3378,Sacvin Tab 97/103mg 30's,"Rs.2,400",30's
3379,Epler Tab 50Mg,Rs.774,10...
3380,Valbit Tab 49mg/51mg 14's,Rs.747,14's
3381,Valbit Tab 24mg/26mg 14's,Rs.448,14's
3382,Cordion Inj 250mg/5ml 10Amp,"Rs.2,300",10ampx5ml
3383,Vadil Tab 3.125mg 3x10's,Rs.181.71,30...
3384,Vadil Tab 6.25mg 3x10's,Rs.279.58,30's
3385,Vadil Tab 12.5mg 3x10's,Rs.330.51,30's
3386,Vadil Tab 25mg 1x10's,Rs.193,10's
3387,Cara-Doba Inj 250mg 10Vialx5ml,"Rs.2,300",5ml
3388,Cara-Doba Inj 250mg 1Vialx5ml,Rs.386,5ml
3389,Carapamin Inj 200mg 10Vialx5ml,Rs.700,20's
3390,Carapamin Inj 200mg 1Vialx5ml,Rs.70,30's
3391,Carapamin Inj 200mg 50Vialx5ml,"Rs.2,850",10vialx5ml
3392,Norepine Inj 8mg 10Ampx4ml,"Rs.3,000",10Ampx4ml
3393,Dobamin Inj 250mg/5ml 10Amp,"Rs.2,750",10ampx5ml
3394,Angiwell-XR Tab 1000mg 2x7's,Rs.405.86,?ÿ2x7's
3395,Calzem SR Tab 90mg 20's,MRP Rs.200 5% off Rs.190,20's
3396,Calzem Tab 30mg 30's,MRP Rs.135 5% off Rs.128.25,30's
3397,Glyrate SR Tab 6.4mg 30's,MRP Rs.185 5% off Rs.175.75,30's
3398,Actiprolol Tab 2.5mg 14's,Rs.30,14's
3399,Cara-Doba Inj 250mg 10Vialx5ml,"Rs.2,300",5ml
3400,Cara-Doba Inj 250mg 1Vialx5ml,Rs.386,5ml
3401,Cara-Glytrin Tab 0.5mg 3x10's,Rs.8.90,30's
3402,Carapamin Inj 200mg 10Vialx5ml,Rs.700,20's
3403,Carapamin Inj 200mg 1Vialx5ml,Rs.70,30's
3404,Carapamin Inj 200mg 50Vialx5ml,"Rs.2,850",10vialx5ml
3405,Glycon-N Tab 2.6mg 3x10's,Rs.100,15g
3406,Glycon-N Tab 6.4mg 20's,Rs.140,60's
3407,Isobid Tab 20mg 10x10's,Rs.225,10g
3408,Isobid Tab 20mg 2x10's,Rs.50,5g
3409,Ozac Inj 20Mg 1Vial,Rs.175,30's
3410,Ozac Inj 80Mg 1Vial,Rs.642.42,1vial
3411,Ozac Inj 40Mg 1Vial,Rs.290,50's
3412,Nitrop Inj 50mg 1Vial,Rs.826.32,1vial
3413,Norepine Inj 8mg 10Ampx4ml,"Rs.3,000",10Ampx4ml
3414,Coralan Tab 5mg 56's,"Rs.1,960",56's
3415,Coralan Tab 7.5mg 56's,"Rs.1,400",56's
3416,Dobamin Inj 250mg/5ml 10Amp,"Rs.2,750",10ampx5ml
3417,Ogrel Plus-81 Tab 75mg/81mg 10's,Rs.175,10's
3418,Isotrate Tab 20mg 3x20's,Rs.328,60's
3419,Isotrate Tab 40mg 2x10's,Rs.124,20's
3420,Isocord D5 Tab 5mg 200's,MRP Rs.59 5% off Rs.56.05,200's
3421,Sustac Tab 2.6mg 30's,MRP Rs.229.31 5% off Rs.217.84,30's
3422,Sustac Tab 6.4mg 30's,MRP Rs.246.96 5% off Rs.234.61,30's
3423,Nitroscot SR Cap 6.4mg 30's,Rs.348,30's
3424,Nitroscot SR Cap 2.6mg 30's,Rs.290,30's
3425,Cornit Tab 2.6mg 30's,Rs.160,30's
3426,Cornit Tab 6.4mg 30's,Rs.190,30's
3427,Mono Card Tab 20mg 20's,Rs.63,20's
3428,Sequence Tab 20mg 2x10's,Rs.50,20's
3429,Sequence Tab 60mg 3x10's,Rs.225,30's
3430,Flo-20 Tab 20mg 2x10's,MRP Rs.104.23 5% off Rs.99.02,2x10's
3431,Flo-Sr Tab 60mg 3x10's,Rs.310.50,30's
3432,Angilingual Tab 0.5mg 30's,Rs.36,30's
3433,Nitrosust Tab 2.6mg 30's,Rs.226.21,30's
3434,Nitrosust Tab 6.4mg 30's,Rs.266.55,30's
3435,Sorbimon Tab 20mg 100's,Rs.489.44,100's
3436,Glyrate SR Tab 6.4mg 30's,MRP Rs.185 5% off Rs.175.75,30's
3437,Cara-Glytrin Tab 0.5mg 3x10's,Rs.8.90,30's
3438,Glycon-N Tab 2.6mg 3x10's,Rs.100,15g
3439,Glycon-N Tab 6.4mg 20's,Rs.140,60's
3440,Isobid Tab 20mg 10x10's,Rs.225,10g
3441,Isobid Tab 20mg 2x10's,Rs.50,5g
3442,Calnox Powder Sachet 50‘s,Rs.134.99,50's
3443,Canderel Sweetener Tab 100's,Rs.145,100's
3444,Canderel Sweetener Powder 1gx50 Sachet,Rs.220,1gx50...
3445,Canderel Sweetener Tab 200's,Rs.265,200's
3446,Canderel Sweetener Hs Jar 125g,Rs.415,125g
3447,Canderel Sweetener Hs Pouch 100g,Rs.325,100g
3448,Canderel Sweetener Sticks 50's,Rs.220, 50's
3449,Sucral Jar 84gmx1's,Rs.415,84gmx1's
3450,Sucral Sachets 50's,Rs.145,50's
3451,Sucral Tab 50's,Rs.50.01,50's
3452,Sucral Tab100's,Rs.120,100's
3453,Sucral Powder 100gmx1's,Rs.230,1's
3454,Sucofin Table-Top Sweetener Tab 100's,Rs.100,100's
3455,Sucofin Table-Top Sweetener Tab 650's,Rs.625,650's
3456,Stevo Sugar 100gm,Rs.750,100gm
3457,Cock Up Splint Large (Cok-L)...,"Rs.1,650",1's
3458,Cock Up Splint Small (Cok-S)...,"Rs.1,650",1's
3459,Cock Up Splint Medium (Cok-M)...,"Rs.1,650",1's
3460,Cervical Foam Coller Large (Foam-L)...,Rs.650,1's...
3461,Cervical Foam Coller Small (Foam-S)...,Rs.650,1's
3462,Finger Splint (3/4'') (Fs-0.25) 1's,Rs.300,1's
3463,Finger Splint (Fs-0.5) 1's,Rs.300,1's
3464,Finger Splint (1'') (Fs-1.0) 1's,Rs.300,1's
3465,Cervical Coller (Hard-M) 1's,"Rs.1,225",1's
3466,Cervical Coller (Hard-L) 1's,"Rs.1,225",1's
3467,Delta-Net Stockinette 2.5cmx22.8m 1's,"Rs.3,000",1's
3468,Delta-Net Stockinette 7.5cmx22.8m 1's,"Rs.4,200",1's
3469,Delta-Net Stockinette 5cmx22.8m 1's,"Rs.3,200",1's
3470,Delta-Net Stockinette 10cmx22.8m 1's,"Rs.5,550",1's
3471,Delta-Net Stockinette 15cmx22.8m 1's,"Rs.7,500",1's
3472,SRC Hand Sanitizer 250ml 1's,Rs.478.63,250ml
3473,SRC Ultra Safe Hand Sanitizer...,"Rs.2,564.10",1's
3474,SRC Hand Sanitizer with Pump...,MRP Rs.750.01 10% off Rs.675.01,500ml Marketed...
3475,Max Guard Hand Sanitizer Lemon...,Rs.210,50ml
3476,Sanite Hand Sanitizer Gel 60ml,Rs.180,60ml
3477,Sanite Hand Sanitizer Gel 100ml,Rs.270,100ml
3478,Sanite Hand Sanitizer Gel 500ml,Rs.850,500ml
3479,Aquaphil Hand Sanitizer 120ml,Rs.350,120ml
3480,Hinged Knee Cap Large 1's,"Rs.2,495",1's
3481,Peditral Bubble Gum Liq 500ml,MRP Rs.80 5% off Rs.76,1's
3482,Peditral Lemon Powder Sachet 1's,MRP Rs.18 5% off Rs.17.10,1's
3483,Peditral Orange Powder Sachet 1's,MRP Rs.18 5% off Rs.17.10,1...
3484,Peditral Orange Liq 500ml,MRP Rs.80 5% off Rs.76,1's
3485,Peditral Plain Liq 500ml,MRP Rs.80 5% off Rs.76,1's
3486,Peditral Lemon Powder Sachet 25's,MRP Rs.450 5% off Rs.427.50,25's
3487,Peditral Orange Powder Sachet 25's,MRP Rs.450 5% off Rs.427.50,25's
3488,Werisol Powder Sachet 20's,Rs.277.01,20's
3489,Calnox Powder Sachet 50‘s,Rs.134.99,50's
3490,Canderel Sweetener Tab 100's,Rs.145,100's
3491,Canderel Sweetener Powder 1gx50 Sachet,Rs.220,1gx50...
3492,Canderel Sweetener Tab 200's,Rs.265,200's
3493,Canderel Sweetener Hs Jar 125g,Rs.415,125g
3494,Canderel Sweetener Hs Pouch 100g,Rs.325,100g
3495,Canderel Sweetener Sticks 50's,Rs.220, 50's
3496,Sucral Jar 84gmx1's,Rs.415,84gmx1's
3497,Sucral Sachets 50's,Rs.145,50's
3498,Sucral Tab 50's,Rs.50.01,50's
3499,Sucral Tab100's,Rs.120,100's
3500,Sucral Powder 100gmx1's,Rs.230,1's
3501,Sucofin Table-Top Sweetener Tab 100's,Rs.100,100's
3502,Sucofin Table-Top Sweetener Tab 650's,Rs.625,650's
3503,Stevo Sugar 100gm,Rs.750,100gm
3504,Beurer LB 88 Air Humidifier...,"Rs.19,999.98",1's
3505,Omron Bpm M7 Intell It,"Rs.20,100",1...
3506,Medium Blood Pressure Monitor Cuff...,"Rs.3,937.50",1's
3507,Digital Blood Pressure Monitor CH...,"Rs.4,300",1's
3508,Digital Blood Pressure Monitor CH...,"Rs.5,000",1's
3509,Digital Blood Pressure Monitor CH...,"Rs.4,625",1's
3510,Digital Blood Pressure Monitor CH-456...,"Rs.8,250",1's
3511,Digital Blood Pressure Monitor CH-657...,"Rs.6,499.99",1's
3512,Upper Arm Cuff PK0-0262 Device...,"Rs.1,750",1's
3513,Upper Arm Cuff CUF-B31,"Rs.1,300",1's
3514,Sumoxen Tab 85mg/500mg 1x2's,Rs.286,2's
3515,Zominat Tab 2.5mg 3's,Rs.300,3's
3516,Engzol Tab 2.5mg 3's,Rs.600,3's
3517,Engzol Tab 5mg 3's,Rs.840,3's
3518,Cestonil Plus Syp 120ml,Rs.125,120ml
3519,Cestonil Syp 0.5mg/10ml 60ml,MRP Rs.36.12 5% off Rs.34.31,60ml
3520,Cestonil Plus Syp 60ml,Rs.76.48,60ml
3521,Cestonil Tab 0.5mg 30's,MRP Rs.100 5% off Rs.95,30's
3522,Cestonil Syp 0.5mg/10ml 120ml,MRP Rs.59.90 5% off Rs.56.91,120ml
3523,Triptan Tab 2.5mg 3's,Rs.60,3's
3524,Zomoz Tab 5mg 3's,"MRP Rs.1,000 5% off Rs.950",3's
3525,Migram Cap 5mg 2x6's,Rs.108.51,10ml
3526,Zolmitra Tab 2.5mg 10's,Rs.370,20's
3527,Limigzol Tab 2.5mg 10's,Rs.517.51,10's
3528,Next Hand Sanitizer Liq 50ml,Rs.100,50ml
3529,Next Hand Sanitizer Liq 100ml,Rs.180,100ml
3530,Nextizer Gel 100ml,Rs.180,100ml
3531,Nextizer Gel 50ml,Rs.100,50ml
3532,Next Hand Sanitizer Spray 100ml,Rs.375,100ml
3533,Nextol Liq 50ml,Rs.100,50ml
3534,Nextol Liq 100ml,Rs.180,100ml
3535,Nextol Spray 100ml,Rs.375,100ml
3536,Nextol Gel 50ml,Rs.100,50ml...
3537,Nextol Gel 100ml,Rs.180,100ml...
3538,Nextol Spray 450ml,Rs.750,450ml
3539,Nextol Gel with Pump 450ml,Rs.750,450ml
3540,Nextol Liquid Refill 1000ml,"Rs.1,000",1000ml
3541,Nextol Gel 5 Ltr,"Rs.5,000",5liter
3542,Aquaphil Hand Sanitizer 120ml,Rs.350,120ml
3543,Mothercare Hand Sanitizer Natural Small...,Rs.175,90gm
3544,Mothercare Hand Sanitizer Natural Pump...,Rs.550,90gm
3545,Mothercare Hand Sanitizer Natural Pump...,"Rs.1,900",90gm
3546,Mothercare Hand Sanitizer Mineral Small...,Rs.175,90gm
3547,Mothercare Hand Sanitizer Mineral Pump...,Rs.550,90gm
3548,Mothercare Hand Sanitizer Sport Small...,Rs.175,90gm
3549,Mothercare Hand Sanitizer Sport Pump...,Rs.550,90gm
3550,Mothercare Hand Sanitizer Refill Pouch,"Rs.1,600",90gm
3551,Mothercare Hand Sanitizer Dispenser,"Rs.1,400",90gm
3552,Saviour+ Hand Sanitizer 100ml,Rs.290,100ml
3553,Sanigex Instant Hand & Surface...,"Rs.1,600",1's
3554,Sanigex Instant Hand Sanitizer Gel...,Rs.225,60ml
3555,Sanigex Instant Hand & Surface...,"Rs.11,500",4500ml
3556,Montis Instant Hand Sanitiser 50ml,Rs.250,50ml
3557,Max Guard Hand Sanitizer Lemon...,Rs.850,500ml
3558,Max Guard Hand Sanitizer Lemon...,"Rs.4,500",4...
3559,Sanite Hand Sanitizer Gel Sachet...,"Rs.1,000",100's
3560,Minoxin Plus Sol 5% 60ml,Rs.700,60ml
3561,Minoxin Sol 2% 60ml,Rs.500,60ml
3562,Hair Max Topical Sol 2%...,Rs.730.23,60ml
3563,Hair Max Plus Topical Sol...,Rs.811.36,60ml
3564,Higrow Topical Sol 5% 60ml,Rs.475,60ml
3565,Face Tonic Z Whitening Formula...,Rs.280,1's
3566,Activated Charcoal Soap 1's,Rs.500,1's
3567,Atopalm Moisturizing Foot And Heel...,"Rs.2,340",120ml
3568,Zeroid Dermanewal Cream 50ml,"Rs.3,111.50",50ml
3569,Atopalm Real Barrier Extreme Cream...,Rs.962.84,28mL
3570,Real Barrier Cream Cleansing Foam...,"Rs.2,834.79",150gm
3571,Physiogel DMT Shower Cream 150ml,"Rs.1,200",150ml
3572,Repavar Anti Stretch Mark Cream...,"Rs.4,000",250ml
3573,Atopic Body Cream 150ml,"Rs.3,600",150ml
3574,Skin Shine Beauty Cream 17g,Rs.300,1's
3575,Saffron Cap 30's,Rs.500,30's
3576,Aquaphil Healing Oint 100gm,Rs.199,100gm
3577,Dermira Foaming Cleanser 120ml,"Rs.1,499",120ml
3578,Piromin Shampoo 120ml,Rs.550,120ml
3579,Xelite Cream 30gm,"Rs.1,050",1's
3580,Xelite Face Wash 120ml,Rs.800,120ml
3581,Xilent Cream 30gm,"Rs.1,099",1's
3582,Xilent Face Wash 120ml,Rs.800,120ml
3583,Xilent Soap 75gm,Rs.299,1's
3584,X-Pel Shampoo 120ml,Rs.550,120ml
3585,Noxidil Scalpe Solution 60ml,Rs.512,60ml
3586,Face Tonic Z Whitening Formula...,Rs.280,1's
3587,Alopia Hair Food Plus(S) Liq...,Rs.300,50ml
3588,Alopia Hair Food Plus(M) Liq...,Rs.390,1's
3589,"Veet Blosssom (Dry, Normal &...",Rs.500,100g...
3590,Veet Cream Sensitive 200 Gm,Rs.666.67,200gm
